original_file,roboflow_split,n_billetes,n_manos,area_max_billete,estado,motivo,duplicado_de,distancia,dataset_del_duplicado,nombre_en_train
20230509_221318_jpg.rf.90NtmEC5KmIiT8k60JNs.jpg,train,13,0,0.152,incluida en train,,,,,ebd_20230509_221318.jpg
20230509_221323_jpg.rf.cKBLbi3WwOmrEbdDO38a.jpg,train,13,0,0.107,incluida en train,,,,,ebd_20230509_221323.jpg
20230509_221326_jpg.rf.hKXHR2OBFVoC1tqXroB4.jpg,train,13,0,0.079,incluida en train,,,,,ebd_20230509_221326.jpg
20230509_221550_jpg.rf.VHyJuTkQTTxjLISAJi7y.jpg,train,0,0,0.0,excluida,sin billetes (solo mano),,,,
20230509_221552_jpg.rf.r9zNpBlZTe5zOzmBZ9Cx.jpg,train,0,0,0.0,excluida,sin billetes (solo mano),,,,
20230509_221553_jpg.rf.f7nW8TxjNWrosSJMs7kO.jpg,train,0,0,0.0,excluida,sin billetes (solo mano),,,,
20230509_221644_jpg.rf.Fy5LjKqMHHVPcFj0ewgP.jpg,train,11,0,0.074,incluida en train,,,,,ebd_20230509_221644.jpg
20230509_221653_jpg.rf.e68rtOeVMkpNp0gmdsYB.jpg,train,11,0,0.064,incluida en train,,,,,ebd_20230509_221653.jpg
20230509_221657_jpg.rf.BCzV02EGS8kkhnDDuPGj.jpg,train,11,0,0.059,incluida en train,,,,,ebd_20230509_221657.jpg
20230509_221705_jpg.rf.h410KtCVlX9xk9pHPElN.jpg,train,0,0,0.0,excluida,sin billetes (solo mano),,,,
20230509_221727_jpg.rf.CwSnPUtETjC28xcUHbuo.jpg,train,4,0,0.279,incluida en train,,,,,ebd_20230509_221727.jpg
20230509_221729_jpg.rf.o3SmZlIWMPmmzTHicNCL.jpg,train,4,0,0.264,incluida en train,,,,,ebd_20230509_221729.jpg
20230509_221747_jpg.rf.4gzMi6m9dRJ3LxzBUTjo.jpg,train,13,0,0.07,incluida en train,,,,,ebd_20230509_221747.jpg
20230509_221749_jpg.rf.MHj6fmTf8E6TlkVoRKDS.jpg,train,13,0,0.07,incluida en train,,,,,ebd_20230509_221749.jpg
20230509_221954_jpg.rf.U5jcaZStCmapU2oXY73q.jpg,train,9,0,0.114,incluida en train,,,,,ebd_20230509_221954.jpg
20230509_221956_jpg.rf.UH2LMQjwDMYNBkjhqyxg.jpg,train,9,0,0.145,excluida,duplicado,20230509_221954_jpg.rf.U5jcaZStCmapU2oXY73q.jpg,8,nuevo (mismo dataset),
20230509_221958_jpg.rf.xOQVjo2koPqfm5FWwfcF.jpg,train,9,0,0.141,incluida en train,,,,,ebd_20230509_221958.jpg
20230509_221959_jpg.rf.iJtBBj5vLXBDCXLlkopr.jpg,train,9,0,0.102,excluida,duplicado,20230509_221954_jpg.rf.U5jcaZStCmapU2oXY73q.jpg,6,nuevo (mismo dataset),
20230509_222007_jpg.rf.EDEg2zTwzzbA25xvOWfg.jpg,train,14,0,0.113,incluida en train,,,,,ebd_20230509_222007.jpg
20230509_222008_jpg.rf.bxtYfiNSFJOFu7TGaRXf.jpg,train,13,0,0.115,incluida en train,,,,,ebd_20230509_222008.jpg
20230509_222010_jpg.rf.7VlfxX7hoR7dkdsxDgob.jpg,train,13,0,0.107,incluida en train,,,,,ebd_20230509_222010.jpg
20230509_222054_jpg.rf.RR7VmYr2gfoVh8l9FxAK.jpg,train,4,1,0.259,incluida en train,,,,,ebd_20230509_222054.jpg
20230509_222057_jpg.rf.JvC6f811ZYnCHV484TZJ.jpg,train,4,1,0.228,incluida en train,,,,,ebd_20230509_222057.jpg
20230509_222102_jpg.rf.ryiyxRDndMxn3rnL1wS6.jpg,train,0,0,0.0,excluida,sin billetes (solo mano),,,,
20230509_222104_jpg.rf.GzXBcuEBXJmD4cH5KxDr.jpg,train,0,0,0.0,excluida,sin billetes (solo mano),,,,
20230509_222109_jpg.rf.F6M45V0lAVSA7A2zIHMR.jpg,train,5,0,0.268,incluida en train,,,,,ebd_20230509_222109.jpg
20230509_222201_jpg.rf.kjvWyCo3OhJLRG2G4Cjl.jpg,train,13,0,0.118,incluida en train,,,,,ebd_20230509_222201.jpg
20230509_222203_jpg.rf.NF88nb6jq4cFJjBBYyGM.jpg,train,13,0,0.151,incluida en train,,,,,ebd_20230509_222203.jpg
20230509_222205_jpg.rf.ZpgxbCIeJk7PTEsP28oE.jpg,train,13,0,0.057,incluida en train,,,,,ebd_20230509_222205.jpg
20230509_222208_jpg.rf.kceqjiArBKAona2A9l6A.jpg,train,12,0,0.034,incluida en train,,,,,ebd_20230509_222208.jpg
20230509_222211-0-_jpg.rf.4mCblIOubUrRpUUXciKz.jpg,train,12,0,0.093,incluida en train,,,,,ebd_20230509_222211-0-.jpg
20230509_222211_jpg.rf.2DfjtgyVbhcpWSx8URxi.jpg,train,12,0,0.12,incluida en train,,,,,ebd_20230509_222211.jpg
20230509_222226_jpg.rf.poqvEEeFW5CyBpEnsGEb.jpg,train,10,0,0.074,incluida en train,,,,,ebd_20230509_222226.jpg
20230509_222227_jpg.rf.5Hq8fRW37mjCMofUnDcb.jpg,train,10,0,0.076,incluida en train,,,,,ebd_20230509_222227.jpg
20230509_222228_jpg.rf.T6uz25yRq1tb9J36tcyD.jpg,train,10,0,0.087,incluida en train,,,,,ebd_20230509_222228.jpg
20230509_222357_jpg.rf.KBd4peiSTpiWNkuaoCtR.jpg,train,4,0,0.147,incluida en train,,,,,ebd_20230509_222357.jpg
20230509_222402_jpg.rf.KrudZyu9JpKqIYVwowdO.jpg,train,4,0,0.091,incluida en train,,,,,ebd_20230509_222402.jpg
20230509_222403_jpg.rf.33Zp6SvGoh7c3tKhLa35.jpg,train,4,0,0.121,excluida,duplicado,20230509_222402_jpg.rf.KrudZyu9JpKqIYVwowdO.jpg,7,nuevo (mismo dataset),
20230509_222642_jpg.rf.mEAsP9UueR6ZLx0zhOER.jpg,train,13,0,0.08,incluida en train,,,,,ebd_20230509_222642.jpg
20230509_222643_jpg.rf.nILW9Qr8xSKyDklpvoEn.jpg,train,13,0,0.093,incluida en train,,,,,ebd_20230509_222643.jpg
20230509_222650_jpg.rf.lwUbbF1FdoboDKUwYRk7.jpg,train,13,0,0.094,incluida en train,,,,,ebd_20230509_222650.jpg
20230509_222752_jpg.rf.91Ls3Mwlf3znigJ6Kaul.jpg,train,13,0,0.145,incluida en train,,,,,ebd_20230509_222752.jpg
20230509_222755_jpg.rf.B1Cs1miAXBTr6FfLAQ2D.jpg,train,13,0,0.05,incluida en train,,,,,ebd_20230509_222755.jpg
20230509_222757_jpg.rf.ZPsXkr2JIjxd8HIJWPUL.jpg,train,0,0,0.0,excluida,sin billetes (solo mano),,,,
20230509_222801_jpg.rf.TQgNtWEif2y6fFeVxtBt.jpg,train,13,0,0.099,incluida en train,,,,,ebd_20230509_222801.jpg
20230509_222824_jpg.rf.yXHAZsCDTTGtCjtWl1Ak.jpg,train,12,0,0.074,incluida en train,,,,,ebd_20230509_222824.jpg
20230509_222828_jpg.rf.D53hkcDvt7W8lalyOJjq.jpg,train,12,0,0.06,incluida en train,,,,,ebd_20230509_222828.jpg
20230509_222833_jpg.rf.wFEsMsG5hOzTgsUMduZ5.jpg,train,12,0,0.083,incluida en train,,,,,ebd_20230509_222833.jpg
20230509_222837_jpg.rf.PDN4B4GD8hY1H6IkfBxw.jpg,train,12,0,0.027,incluida en train,,,,,ebd_20230509_222837.jpg
20230509_223020_jpg.rf.UXbuCztjeBgFQLfriuXB.jpg,train,6,0,0.158,incluida en train,,,,,ebd_20230509_223020.jpg
20230509_223043_jpg.rf.rUiqNaIukRwpDG5QckC9.jpg,train,0,0,0.0,excluida,sin billetes (solo mano),,,,
20230509_223045_jpg.rf.SUjQ7W78kbnR6QlQZksV.jpg,train,0,1,0.0,excluida,sin billetes (solo mano),,,,
20Euro_100_jpg.rf.pttHsRJtEImBaLIiSfAc.jpg,train,1,0,0.444,excluida,duplicado,020_Euro_006.jpg,0,train,
20Euro_101_jpg.rf.7Jp0RVMZfMU2SVqFegkT.jpg,train,2,3,0.136,incluida en train,,,,,ebd_20Euro_101.jpg
20Euro_103_jpg.rf.GZ31alhBIYqxviCVMJXF.jpg,train,1,0,0.732,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_112_jpg.rf.yktzLN1LVqG2KmKfiLCy.jpg,train,1,0,0.692,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_115_jpg.rf.eqTRWXoyXDSLIRnziLXB.jpg,train,2,0,0.474,excluida,duplicado,020_Euro_047.jpg,1,train,
20Euro_119_jpg.rf.NF8QwVqEmCa82NeU3gPp.jpg,train,1,0,0.65,excluida,duplicado,020_Euro_055.jpg,2,train,
20Euro_11_jpg.rf.gwpbovDsXxWVDGLA5WHj.jpg,train,1,0,0.865,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_131_jpg.rf.nl0ibrYfV4pmYChn7dC5.jpg,train,1,0,0.684,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_132_jpg.rf.GFi69vmVWYEak85cy3fe.jpg,train,1,0,0.356,incluida en train,,,,,ebd_20Euro_132.jpg
20Euro_133_jpg.rf.zpg8E9GmGCXvUnSARpyV.jpg,train,1,0,0.445,incluida en train,,,,,ebd_20Euro_133.jpg
20Euro_137_jpg.rf.vtDQCA4ZhZn53QkBKSYS.jpg,train,1,1,0.626,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_145_jpg.rf.pIkKkiLhpcbrQU77clWr.jpg,train,2,1,0.197,excluida,duplicado,020_Euro_113.jpg,2,valid,
20Euro_146_jpg.rf.IC7XVgKKDgSr3VcHbaDr.jpg,train,1,0,0.675,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_147_jpg.rf.DY3vpXfBPW6lUUk9u5zQ.jpg,train,1,0,0.885,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_149_jpg.rf.LdHP4851hKkabtApblBP.jpg,train,1,0,0.643,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_150_jpg.rf.5K5w1MKaXWUrMgieQZDk.jpg,train,1,1,0.443,incluida en train,,,,,ebd_20Euro_150.jpg
20Euro_152_jpg.rf.af1j9637kWcIanxuioHW.jpg,train,1,1,0.275,excluida,duplicado,020_Euro_129.jpg,2,train,
20Euro_15_jpg.rf.lrME6oHggTWvkxIzWXe2.jpg,train,2,0,0.475,excluida,duplicado,020_Euro_383.jpg,0,train,
20Euro_162_jpg.rf.URygvCW3K6i182Yhg8pR.jpg,train,1,0,0.694,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_169_jpg.rf.6fmcNaT3BwVho49mKJXb.jpg,train,1,0,0.446,incluida en train,,,,,ebd_20Euro_169.jpg
20Euro_173_jpg.rf.guPLTyKYITElgaOlgJUk.jpg,train,1,1,0.627,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_176_jpg.rf.sLgR6tOvaeYvsWKZeTi4.jpg,train,1,0,0.449,excluida,duplicado,020_Euro_175.jpg,0,train,
20Euro_183_jpg.rf.7WnQHvGrA1hHOk0KzxkJ.jpg,train,1,1,0.88,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_184_jpg.rf.IcbJgOmQmTMwnfZdcqpD.jpg,train,1,0,1.0,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_185_jpg.rf.ITtb5jfzK2zllZ93fL3x.jpg,train,1,0,0.632,excluida,duplicado,020_Euro_192.jpg,2,test,
20Euro_1_jpg.rf.bC0KTl2Uwc8FS9mgpMlj.jpg,train,1,0,0.358,excluida,duplicado,020_Euro_394.jpg,0,train,
20Euro_200_jpg.rf.0Rc5wMX7MKbyISg6MoEO.jpg,train,1,2,0.496,incluida en train,,,,,ebd_20Euro_200.jpg
20Euro_26_jpg.rf.gP8Ok8cqgf72c0xJXS2I.jpg,train,1,0,0.423,incluida en train,,,,,ebd_20Euro_26.jpg
20Euro_29_jpg.rf.TgcPhu1oH0XdUZPXvQSb.jpg,train,1,1,0.741,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_33_jpg.rf.RCIzzgjwrQdCAs1o96iS.jpg,train,1,0,0.447,incluida en train,,,,,ebd_20Euro_33.jpg
20Euro_36_jpg.rf.2M2KTZEMkLvWWuF65PWl.jpg,train,1,0,0.618,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_39_jpg.rf.LiJVJy8iNQ04O49ZULGj.jpg,train,2,0,0.362,incluida en train,,,,,ebd_20Euro_39.jpg
20Euro_3_jpg.rf.znQqYUXLX9mfy1wX0Mma.jpg,train,2,2,0.463,incluida en train,,,,,ebd_20Euro_3.jpg
20Euro_47_jpg.rf.6Cib75GREJFFDvYdV25U.jpg,train,1,1,0.868,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_51_jpg.rf.uCaG87UPQE996ccaatzs.jpg,train,2,2,0.134,incluida en train,,,,,ebd_20Euro_51.jpg
20Euro_52_jpg.rf.eJWukuChSlgxXHZTdFkD.jpg,train,1,2,0.279,excluida,duplicado,020_Euro_275.jpg,0,train,
20Euro_64_jpg.rf.TKbHLgyThunG7QMu8J04.jpg,train,1,2,0.48,incluida en train,,,,,ebd_20Euro_64.jpg
20Euro_67_jpg.rf.pHMG03nWw9wKq98fpN0m.jpg,train,2,0,0.373,incluida en train,,,,,ebd_20Euro_67.jpg
20Euro_73_jpg.rf.skTuM8n9daTHscaDmF5Y.jpg,train,1,0,0.88,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_87_jpg.rf.38xsZpmgHb6BzvfZ6LCx.jpg,train,1,1,0.607,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_8_jpg.rf.orJGKSXwI6GPhg9wM5YL.jpg,train,2,0,0.418,excluida,duplicado,20Euro_192_jpeg_jpg.rf.zbUwxZSTDaHWG9kfSRM2.jpg,8,nuevo (mismo dataset),
20Euro_90_jpg.rf.3208OfC9X8WImuYck7jz.jpg,train,1,0,0.453,incluida en train,,,,,ebd_20Euro_90.jpg
20Euro_91_jpg.rf.IxGgxd7ZgNVAVZ0wyU6t.jpg,train,1,0,1.0,excluida,duplicado,020_Euro_349.jpg,0,train,
20Euro_98_jpg.rf.qCOSHuDKIEFM90reZ0GB.jpg,train,1,0,1.0,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
20Euro_99_jpg.rf.kUrx9Un8rkTsbodfl5hU.jpg,train,1,0,0.633,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
50Euro_107_JPEG_jpg.rf.cNOjV7y0Pe9qLkFkwPyn.jpg,train,1,4,0.109,excluida,duplicado,050_Euro_037.jpg,1,train,
50Euro_111_JPEG_jpg.rf.dcJC1tfkw2BlbnYIA1ne.jpg,train,1,2,0.513,excluida,duplicado,050_Euro_387.jpg,0,valid,
50Euro_112_JPEG_jpg.rf.Z58zj8oGyJxAtwF4FzXC.jpg,train,2,0,0.434,excluida,duplicado,020_Euro_382.jpg,7,train,
50Euro_115_JPEG_jpg.rf.gJCAXr32mFc6AkG0Iww7.jpg,train,2,0,0.326,excluida,duplicado,10Euro_171_jpg.rf.9JeMGmmL0cKGNCldTxQh.jpg,6,nuevo (mismo dataset),
50Euro_118_JPEG_jpg.rf.M20xenM4QHsvVebxL93l.jpg,train,1,0,1.0,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
50Euro_126_JPEG_jpg.rf.oEQLkHBfj2QpQpVm235C.jpg,train,2,0,0.5,incluida en train,,,,,ebd_50Euro_126_JPEG.jpg
50Euro_127_JPEG_jpg.rf.bMsLP71MFqwKRud1hDHp.jpg,train,1,0,0.868,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
50Euro_129_JPEG_jpg.rf.ib2tlCnDciqcG3UQwvoI.jpg,train,4,0,0.345,incluida en train,,,,,ebd_50Euro_129_JPEG.jpg
50Euro_132_JPEG_jpg.rf.1BgHiLnU2vQw6lx5YlNz.jpg,train,2,0,0.229,incluida en train,,,,,ebd_50Euro_132_JPEG.jpg
50Euro_136_JPEG_jpg.rf.ytnNRMN9kKodq0Ypjlaf.jpg,train,2,0,0.396,incluida en train,,,,,ebd_50Euro_136_JPEG.jpg
50Euro_138_JPEG_jpg.rf.CSmn2eL9iB6j1M0BVf1J.jpg,train,1,2,0.441,incluida en train,,,,,ebd_50Euro_138_JPEG.jpg
50Euro_142_JPEG_jpg.rf.q9mjiQRFGBTITkTDtCuh.jpg,train,1,0,0.585,excluida,duplicado,050_Euro_116.jpg,3,train,
50Euro_149_jpeg_jpg.rf.uKnpzUE4xvPP6JZvd1rT.jpg,train,3,0,0.582,excluida,duplicado,050_Euro_127.jpg,0,train,
50Euro_159_JPEG_jpg.rf.znz6epaip7ggKs8wXh2b.jpg,train,1,0,1.0,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
50Euro_161_JPEG_jpg.rf.BkATnH5jvIB491crKJi2.jpg,train,1,2,0.513,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
50Euro_168_JPEG_jpg.rf.u5W5kyKkvOrak4hT7dLV.jpg,train,1,0,1.0,excluida,duplicado,050_Euro_174.jpg,0,valid,
50Euro_169_JPEG_jpg.rf.ZeYnbUAu31TdsZDHPzmB.jpg,train,1,0,0.773,excluida,duplicado,100_Euro_110.jpg,6,train,
50Euro_174_JPEG_jpg.rf.fO97mgcvwyRFTO3anhPp.jpg,train,1,0,0.575,excluida,duplicado,050_Euro_186.jpg,1,train,
50Euro_180_JPEG_jpg.rf.5Cg4GPzsCMc5JH299QwK.jpg,train,1,1,0.246,incluida en train,,,,,ebd_50Euro_180_JPEG.jpg
50Euro_191_JPEG_jpg.rf.EGROa0pB64roaOyTuF96.jpg,train,1,0,0.209,excluida,duplicado,050_Euro_113__aug2.jpg,8,nuevo,
50Euro_194_jpg.rf.qFLyVtKVL5GUk93ibZIF.jpg,train,2,0,0.428,incluida en train,,,,,ebd_50Euro_194.jpg
50Euro_195_JPEG_jpg.rf.iKAu9XyBei8S8Jyrhlj1.jpg,train,1,0,0.922,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
50Euro_23_JPEG_jpg.rf.fCBR5HeT5cOyTSjUJGCp.jpg,train,1,0,0.58,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
50Euro_29_JPEG_jpg.rf.dSggUf6eufISrxJHoZFH.jpg,train,4,0,0.341,incluida en train,,,,,ebd_50Euro_29_JPEG.jpg
50Euro_33_JPEG_jpg.rf.8CXtaZYdecMvgrpthqmf.jpg,train,1,0,0.646,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
50Euro_35_JPEG_jpg.rf.GZnEl7nseqooCBBAxlkT.jpg,train,1,2,0.354,incluida en train,,,,,ebd_50Euro_35_JPEG.jpg
50Euro_39_jpg.rf.Lk5549RezWVAr3zlwwsb.jpg,train,2,0,0.423,excluida,duplicado,050_Euro_044.jpg,5,train,
50Euro_42_JPEG_jpg.rf.mLugfmmNJHqXhFHzPvHe.jpg,train,1,0,0.584,excluida,duplicado,050_Euro_116__aug2.jpg,8,nuevo,
50Euro_49_JPEG_jpg.rf.5PeMkECJq71DEflCBnuN.jpg,train,1,2,0.572,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
50Euro_4_JPEG_jpg.rf.LvkcPd7wXQr9p96Gr8Wi.jpg,train,1,0,0.87,excluida,duplicado,050_Euro_291.jpg,4,train,
50Euro_54_JPEG_jpg.rf.heIQCFAw5N599pjkI9Y0.jpg,train,1,0,0.875,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
50Euro_55_JPEG_jpg.rf.FGNhWXuCeFrwkGwG6LFv.jpg,train,1,0,0.594,excluida,duplicado,050_Euro_302.jpg,1,train,
50Euro_58_JPEG_jpg.rf.YFhNUOU44hvgWOqaitAl.jpg,train,1,0,0.406,incluida en train,,,,,ebd_50Euro_58_JPEG.jpg
50Euro_62_JPEG_jpg.rf.zjaKUvKVcsqNniMt9Y0u.jpg,train,2,0,0.431,excluida,duplicado,50Euro_94_jpg.rf.eBxMeF0mQF5KVzf1bLI7.jpg,0,nuevo (mismo dataset),
50Euro_69_JPEG_jpg.rf.5NT6ZBXnMYjqilB9e1Pq.jpg,train,1,0,0.778,excluida,duplicado,100_Euro_037.jpg,8,train,
50Euro_70_JPEG_jpg.rf.FCieMRjXaJ0l3EFq903j.jpg,train,2,0,0.229,excluida,duplicado,050_Euro_333.jpg,4,train,
50Euro_74_JPEG_jpg.rf.nHRxMz4xdsdNzcr3WrVr.jpg,train,1,0,0.555,excluida,duplicado,050_Euro_338.jpg,1,valid,
50Euro_76_JPEG_jpg.rf.Z8rWFqOftgoldNuIxdjn.jpg,train,2,0,0.494,excluida,duplicado,5Euro_103_jpg.rf.8nJqubBhgiluC5BjO33a.jpg,7,nuevo (mismo dataset),
50Euro_82_JPEG_jpg.rf.m3PzPeXFF9QAbRAYlcc4.jpg,train,2,0,0.225,excluida,duplicado,050_Euro_354.jpg,0,train,
50Euro_87_JPEG_jpg.rf.ljhlmRZu2n0jQlMymV45.jpg,train,1,0,0.948,excluida,duplicado,050_Euro_366.jpg,0,test,
50Euro_88_JPEG_jpg.rf.iJ9uLH4iVx5zNVkGvhgV.jpg,train,1,2,0.433,incluida en train,,,,,ebd_50Euro_88_JPEG.jpg
50Euro_92_JPEG_jpg.rf.Qtjm5zaXwmLRkNeQKXeL.jpg,train,1,0,0.579,excluida,duplicado,050_Euro_374.jpg,0,train,
50Euro_95_JPEG_jpg.rf.4cKgUJMPJX1MFjJaH2LI.jpg,train,1,0,0.922,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
50Euro_9_JPEG_jpg.rf.f3Cf5VRnDtcfXrTh00l2.jpg,train,1,0,1.0,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
5Euro_103_jpg.rf.8nJqubBhgiluC5BjO33a.jpg,train,2,0,0.495,excluida,duplicado,005_Euro_013.jpg,0,train,
5Euro_106_jpg.rf.ZiwOefZntmYldcEnMkXY.jpg,train,4,0,0.203,excluida,duplicado,005_Euro_017.jpg,2,train,
5Euro_112_jpg.rf.NpvtFZrP4y9rkLLxR0Ix.jpg,train,2,0,0.455,incluida en train,,,,,ebd_5Euro_112.jpg
5Euro_113_jpg.rf.tFrh7FzKa7YH3v7BNxIl.jpg,train,1,0,0.679,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
5Euro_114_jpg.rf.TvIzZHS7ehjsh7Gne4cB.jpg,train,1,0,0.55,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
5Euro_116_jpg.rf.wRNy81567TYIazokXV8y.jpg,train,1,0,0.838,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
5Euro_117_jpg.rf.QJ88NZkamdRLWDQzFxDN.jpg,train,3,0,0.267,excluida,duplicado,005_Euro_041.jpg,2,valid,
5Euro_128_jpg.rf.KybMCmyz1yqEQgKqwHmw.jpg,train,2,0,0.298,incluida en train,,,,,ebd_5Euro_128.jpg
5Euro_131_jpg.rf.jFKsArDubNCra70UNZVH.jpg,train,1,0,0.838,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
5Euro_137_jpg.rf.V36EG7TyX9ByAMiNGKmO.jpg,train,2,0,0.299,excluida,duplicado,Multiple_Euro_098.jpg,0,train,
5Euro_139_jpg.rf.QRrZyHScMNToqHtw0xn6.jpg,train,1,0,0.576,excluida,duplicado,005_Euro_082.jpg,0,train,
5Euro_144_jpg.rf.xakV6sMKpD1yjn4YRzHg.jpg,train,1,0,0.294,incluida en train,,,,,ebd_5Euro_144.jpg
5Euro_145_jpg.rf.xTKrPuH5iAY8m6ngTZFA.jpg,train,1,0,0.302,excluida,duplicado,005_Euro_102.jpg,0,train,
5Euro_146_jpg.rf.u5k3nrljYvWDHRNV2TPi.jpg,train,1,0,0.578,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
5Euro_149_jpg.rf.McJDxzHgikGz2Ntk5ffF.jpg,train,1,0,0.291,excluida,duplicado,5Euro_144_jpg.rf.xakV6sMKpD1yjn4YRzHg.jpg,8,nuevo (mismo dataset),
5Euro_156_jpg.rf.mTmRB89kSGr6oprKkWcU.jpg,train,1,0,0.637,excluida,duplicado,5Euro_177_jpg.rf.GdLDVzGG5KNPXRynVJEZ.jpg,0,nuevo (mismo dataset),
5Euro_157_jpg.rf.8SLztPn4nefaDvHuNTK2.jpg,train,2,0,0.498,incluida en train,,,,,ebd_5Euro_157.jpg
5Euro_160_jpg.rf.fLINbZM9g4ozYucJDgRi.jpg,train,1,0,0.86,excluida,duplicado,005_Euro_136.jpg,0,train,
5Euro_16_jpg.rf.lQkZaFVbNXvZUjCwdFGW.jpg,train,1,0,0.866,excluida,duplicado,005_Euro_151.jpg,2,valid,
5Euro_171_jpeg_jpg.rf.avcd1brDCC812yrDfPaX.jpg,train,3,0,0.436,excluida,duplicado,Multiple_Euro_103.jpg,0,train,
5Euro_173_jpg.rf.LjHtlByRJqn4B0poLP63.jpg,train,2,0,0.296,excluida,duplicado,5Euro_172_jpg.rf.iFUV8X6OPApNIYdOoJpY.jpg,0,nuevo (mismo dataset),
5Euro_175_jpg.rf.rp99dzb9VL102Pqt04tv.jpg,train,2,0,0.211,incluida en train,,,,,ebd_5Euro_175.jpg
5Euro_188_jpg.rf.GeROnt9KWNYPUaUT6F5U.jpg,train,1,0,1.0,excluida,duplicado,005_Euro_184.jpg,2,train,
5Euro_191_jpg.rf.V3w6rkfAe9KyPX1lD8b9.jpg,train,1,0,0.281,excluida,duplicado,005_Euro_194.jpg,2,train,
5Euro_195_jpg.rf.u7a4HQ0WgYHeihwAkgtJ.jpg,train,1,0,0.893,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
5Euro_19_jpg.rf.egQnqsOvmZq9zewfSmUI.jpg,train,3,0,0.29,excluida,duplicado,Multiple_Euro_108.jpg,1,train,
5Euro_20_jpg.rf.tsn3Ndzj7r3ss13sd0Bg.jpg,train,1,0,1.0,excluida,duplicado,005_Euro_413.jpg,6,train,
5Euro_21_jpg.rf.En3zk9l5YiEBL1V3PkRk.jpg,train,1,0,0.863,excluida,duplicado,005_Euro_217.jpg,2,train,
5Euro_26_jpg.rf.VNBcHdqODE7wYeRW80ih.jpg,train,1,0,0.803,excluida,duplicado,005_Euro_230.jpg,3,train,
5Euro_29_jpg.rf.gHo1PrYs4y4IF1VGErox.jpg,train,2,0,0.427,excluida,duplicado,005_Euro_236.jpg,0,train,
5Euro_31_jpg.rf.txNjmxCu7slRMYbKTrBt.jpg,train,1,0,0.311,incluida en train,,,,,ebd_5Euro_31.jpg
5Euro_38_jpg.rf.bOidaHvsywJ4WIOrQR2n.jpg,train,2,0,0.187,incluida en train,,,,,ebd_5Euro_38.jpg
5Euro_40_jpg.rf.egij8BH2dmcAiW42Q8CQ.jpg,train,1,0,0.636,excluida,duplicado,005_Euro_259.jpg,0,train,
5Euro_46_jpg.rf.EgxRYt12bxskEH6Yjbjp.jpg,train,1,0,0.636,excluida,duplicado,005_Euro_275.jpg,1,train,
5Euro_60_jpg.rf.seqC9JcOSx0s0IWzsgZ4.jpg,train,1,0,0.62,excluida,duplicado,005_Euro_302.jpg,3,train,
5Euro_62_jpg.rf.dpT93FSgz3qPcDNL7DKo.jpg,train,3,0,0.306,excluida,duplicado,Multiple_Euro_116.jpg,0,test,
5Euro_68_jpg.rf.pqfuce1lBBR1OB5hkeKy.jpg,train,1,0,0.679,excluida,"primer plano (1 billete, >50% de la imagen)",,,,
5Euro_74_jpg.rf.dEJtx2AXmuTk1vA3qBSu.jpg,train,1,0,0.97,excluida,duplicado,005_Euro_413.jpg,1,train,
